* Measurement data measured by REW V5.20.9
* Source:
* Format:
* Dated: 2022/08/25 23:21:28
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SSP L 7K
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 9.928 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
3699.662842 79.314 -120.2588
3726.472168 79.279 -120.5174
3753.475586 79.237 -120.7619
3780.675049 79.188 -120.9826
3808.071289 79.133 -121.1719
3835.666016 79.071 -121.3252
3863.460938 79.005 -121.4401
3891.457275 78.933 -121.5166
3919.656250 78.858 -121.5567
3948.059814 78.780 -121.5616
3976.668945 78.699 -121.5314
4005.485596 78.616 -121.4653
4034.510986 78.529 -121.3626
4063.746582 78.440 -121.2241
4093.194336 78.346 -121.0527
4122.855469 78.249 -120.8515
4152.730957 78.146 -120.6214
4182.823730 78.038 -120.3612
4213.133789 77.928 -120.0677
4243.664062 77.817 -119.7389
4274.415527 77.707 -119.3763
4305.389648 77.599 -118.9825
4336.588379 77.496 -118.5567
